gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
4924175872	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417533330/original.jpeg	https://www.inaturalist.org/photos/417533330					2024-08-05T17:07:01Z	Will Freyman		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Will Freyman
4924173727	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418593737/original.jpeg	https://www.inaturalist.org/photos/418593737					2024-08-06T20:17:09Z	Max Miner		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Max Miner
4924173727	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418593781/original.jpeg	https://www.inaturalist.org/photos/418593781					2024-08-06T20:17:04Z	Max Miner		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Max Miner
4924147577	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418596679/original.jpeg	https://www.inaturalist.org/photos/418596679					2024-08-06T19:11:46Z	Max Miner		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Max Miner
4924147577	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418596806/original.jpeg	https://www.inaturalist.org/photos/418596806					2024-08-06T19:11:30Z	Max Miner		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Max Miner
4924067929	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/418377765/original.jpeg	https://www.inaturalist.org/photos/418377765					2024-08-05T17:06:25Z	dpoznik		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	dpoznik
4924016489	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/417682776/original.jpeg	https://www.inaturalist.org/photos/417682776					2024-08-10T16:27:59Z	littlegreenbul		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	littlegreenbul
4924010506	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416830727/original.jpeg	https://www.inaturalist.org/photos/416830727					2024-08-02T17:41:22Z	Ellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ellen
4924010506	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416830741/original.jpeg	https://www.inaturalist.org/photos/416830741					2024-08-02T17:41:11Z	Ellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ellen
4924010506	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/416830762/original.jpeg	https://www.inaturalist.org/photos/416830762					2024-08-02T17:41:08Z	Ellen		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Ellen
